datetime,user_id,event_name,page,product_id,order_id
2024-01-27 12:05:34,7,view,cart,,
2024-01-27 12:06:05,7,purchase,cart,277.0,100006.0
2024-01-09 22:02:00,7,view,main_page,,
2024-01-11 03:14:00,8,add,pdp,486.0,
2024-01-11 03:14:02,8,view,cart,,
2024-01-11 03:14:11,8,purchase,cart,486.0,100007.0
2024-01-12 04:05:00,8,view,catalog,,
2024-01-12 04:05:20,8,click,pdp,113.0,
2024-01-04 12:42:00,9,view,search,,
2024-01-04 12:42:56,9,click,pdp,407.0,
2024-01-04 12:42:58,9,add,pdp,407.0,
2024-01-04 12:43:00,9,view,cart,,
2024-01-04 12:43:38,9,purchase,cart,407.0,100008.0
2024-01-11 14:23:00,9,view,search,,
2024-01-28 07:10:00,9,view,recommendations,,
2024-01-27 13:25:00,10,view,search,,
2024-01-27 13:25:25,10,click,pdp,328.0,
2024-01-29 05:32:00,10,view,main_page,,
2024-01-29 05:32:25,10,click,pdp,495.0,
2024-01-29 05:32:39,10,add,pdp,495.0,
2024-01-29 05:32:47,10,view,cart,,
2024-01-29 05:32:54,10,purchase,cart,495.0,100009.0
2024-01-19 07:41:00,10,view,main_page,,
2024-01-19 07:41:33,10,click,pdp,231.0,
2024-01-19 07:42:02,10,add,pdp,231.0,
2024-01-27 22:32:00,10,view,search,,
2024-01-01 21:37:00,10,view,recommendations,,
2024-01-01 21:37:45,10,click,pdp,184.0,
2024-01-01 21:37:53,10,add,pdp,184.0,
2024-01-01 21:38:08,10,view,cart,,
2024-01-01 21:38:11,10,purchase,cart,184.0,100010.0
2024-01-08 05:05:00,11,view,search,,
2024-01-08 05:05:46,11,click,pdp,218.0,
2024-01-15 07:42:00,11,view,recommendations,,
2024-01-10 16:27:00,12,view,catalog,,
2024-01-10 16:27:29,12,add,catalog,297.0,
2024-01-10 16:27:30,12,view,cart,,
2024-01-10 16:27:52,12,purchase,cart,297.0,100011.0
2024-01-22 22:56:00,12,add,catalog,424.0,
2024-01-10 19:56:00,12,view,catalog,,
2024-01-10 19:56:52,12,add,catalog,75.0,
2024-01-10 19:57:10,12,view,cart,,
2024-01-10 19:57:38,12,purchase,cart,75.0,100012.0
2024-01-27 11:58:00,12,view,main_page,,
2024-01-27 11:58:07,12,click,pdp,344.0,
2024-01-27 11:58:36,12,add,pdp,344.0,
2024-01-27 11:58:54,12,view,cart,,
2024-01-27 11:59:02,12,purchase,cart,344.0,100013.0
2024-01-17 19:53:00,12,view,main_page,,
2024-01-17 19:53:40,12,click,pdp,257.0,
2024-01-17 19:54:03,12,add,pdp,257.0,
2024-01-17 19:54:22,12,view,cart,,
2024-01-17 19:54:53,12,purchase,cart,257.0,100014.0
2024-01-08 18:17:00,13,view,catalog,,
2024-01-08 18:17:50,13,click,pdp,476.0,
2024-01-04 00:07:00,13,view,catalog,,
2024-01-04 00:07:32,13,add,recommendations,467.0,
2024-01-04 00:07:33,13,view,cart,,
2024-01-04 00:08:02,13,purchase,cart,467.0,100015.0
2024-01-29 07:00:00,13,view,recommendations,,
2024-01-29 07:00:23,13,click,pdp,328.0,
2024-01-29 07:00:38,13,add,pdp,328.0,
2024-01-29 07:00:57,13,view,cart,,
2024-01-29 07:01:06,13,purchase,cart,328.0,100016.0
2024-01-20 04:53:00,13,view,catalog,,
2024-01-20 04:53:48,13,click,pdp,330.0,
2024-01-29 17:01:00,14,add,catalog,234.0,
2024-01-05 05:29:00,14,view,recommendations,,
2024-01-22 11:23:00,14,click,pdp,494.0,
2024-01-22 11:23:17,14,add,pdp,494.0,
2024-01-22 11:23:34,14,view,cart,,
2024-01-22 11:23:37,14,purchase,cart,494.0,100017.0
2024-01-09 21:21:00,14,view,search,,
2024-01-02 22:36:00,14,click,pdp,42.0,
2024-01-02 22:36:06,14,add,pdp,42.0,
2024-01-02 22:36:11,14,view,cart,,
2024-01-02 22:36:24,14,purchase,cart,42.0,100018.0
2024-01-06 07:33:00,15,view,main_page,,
2024-01-06 07:33:07,15,click,pdp,401.0,
2024-01-14 01:53:00,15,view,main_page,,
2024-01-29 20:10:00,15,view,recommendations,,
2024-01-08 02:53:00,15,view,recommendations,,
2024-01-08 02:53:54,15,click,pdp,312.0,
2024-01-08 02:53:58,15,add,pdp,312.0,
2024-01-08 02:54:17,15,view,cart,,
2024-01-08 02:54:35,15,purchase,cart,312.0,100019.0
2024-01-11 01:08:00,15,view,main_page,,
2024-01-11 01:08:09,15,click,pdp,129.0,
2024-01-11 01:08:20,15,add,pdp,129.0,
2024-01-11 01:08:27,15,view,cart,,
2024-01-11 01:09:05,15,purchase,cart,129.0,100020.0
2024-01-25 22:48:00,16,view,recommendations,,
2024-01-12 14:58:00,17,view,search,,
2024-01-12 14:58:47,17,add,catalog,16.0,
2024-01-12 14:58:54,17,view,cart,,
2024-01-12 14:59:02,17,purchase,cart,16.0,100021.0
2024-01-08 17:58:00,17,view,catalog,,
2024-01-08 17:58:30,17,click,pdp,483.0,
2024-01-14 23:34:00,17,view,search,,
2024-01-14 23:34:03,17,click,pdp,424.0,
2024-01-14 23:34:26,17,add,pdp,424.0,
2024-01-04 21:24:00,17,view,recommendations,,
2024-01-04 21:24:45,17,click,pdp,382.0,
2024-01-13 17:31:00,18,view,search,,
2024-01-13 17:31:52,18,click,pdp,497.0,
2024-01-13 17:32:13,18,add,pdp,497.0,
2024-01-15 09:29:00,18,view,recommendations,,
2024-01-17 02:44:00,18,view,search,,
2024-01-01 20:45:00,19,view,main_page,,
2024-01-01 20:45:57,19,add,pdp,140.0,
2024-01-01 20:46:02,19,view,cart,,
2024-01-01 20:46:09,19,purchase,cart,140.0,100022.0
2024-01-04 07:19:00,19,view,main_page,,
2024-01-04 07:19:51,19,click,pdp,330.0,
2024-01-04 07:20:16,19,add,pdp,330.0,
2024-01-04 07:20:33,19,view,cart,,
2024-01-04 07:20:40,19,purchase,cart,330.0,100023.0
2024-01-29 09:34:00,19,view,main_page,,
2024-01-11 08:55:00,20,view,main_page,,
2024-01-11 08:55:09,20,add,pdp,226.0,
2024-01-11 08:55:24,20,view,cart,,
2024-01-11 08:55:30,20,purchase,cart,226.0,100024.0
2024-01-24 14:37:00,20,view,recommendations,,
2024-01-24 14:37:26,20,click,pdp,37.0,
2024-01-08 12:31:00,21,add,catalog,40.0,
2024-01-08 12:31:13,21,view,cart,,
2024-01-08 12:31:20,21,purchase,cart,40.0,100025.0
2024-01-08 00:58:00,21,view,main_page,,
2024-01-08 00:58:43,21,add,catalog,181.0,
2024-01-08 00:58:49,21,view,cart,,
2024-01-08 00:58:55,21,purchase,cart,181.0,100026.0
2024-01-25 18:30:00,21,view,recommendations,,
2024-01-25 18:30:43,21,click,pdp,39.0,
2024-01-25 18:30:47,21,add,pdp,39.0,
2024-01-25 18:31:00,21,view,cart,,
2024-01-25 18:31:03,21,purchase,cart,39.0,100027.0
2024-01-27 16:40:00,21,view,search,,
2024-01-16 05:18:00,21,view,recommendations,,
2024-01-16 05:18:34,21,click,pdp,60.0,
2024-01-16 05:18:39,21,add,pdp,60.0,
2024-01-16 05:18:43,21,view,cart,,
2024-01-16 05:19:20,21,purchase,cart,60.0,100028.0
2024-01-17 09:53:00,22,view,recommendations,,
2024-01-27 02:51:00,23,view,main_page,,
2024-01-15 14:31:00,23,view,catalog,,
2024-01-15 14:31:26,23,add,pdp,226.0,
2024-01-15 14:31:29,23,view,cart,,
2024-01-15 14:31:45,23,purchase,cart,226.0,100029.0
2024-01-11 19:31:00,23,view,recommendations,,
2024-01-11 19:31:22,23,add,recommendations,195.0,
2024-01-11 19:31:37,23,view,cart,,
2024-01-11 19:31:58,23,purchase,cart,195.0,100030.0
2024-01-05 02:58:00,23,view,search,,
2024-01-03 16:24:00,23,view,catalog,,
2024-01-03 16:24:44,23,click,pdp,72.0,
2024-01-27 13:49:00,24,view,main_page,,
2024-01-27 13:49:44,24,add,recommendations,316.0,
2024-01-27 13:49:58,24,view,cart,,
2024-01-27 13:50:29,24,purchase,cart,316.0,100031.0
2024-01-30 11:19:00,24,view,recommendations,,
2024-01-30 11:19:57,24,click,pdp,214.0,
2024-01-30 11:20:18,24,add,pdp,214.0,
2024-01-30 11:20:26,24,view,cart,,
2024-01-30 11:20:40,24,purchase,cart,214.0,100032.0
2024-01-18 17:45:00,24,view,recommendations,,
2024-01-18 17:45:11,24,add,pdp,289.0,
2024-01-18 17:45:19,24,view,cart,,
2024-01-18 17:45:44,24,purchase,cart,289.0,100033.0
2024-01-25 13:31:00,24,view,search,,
2024-01-10 07:31:00,24,view,search,,
2024-01-10 07:31:33,24,click,pdp,461.0,
2024-01-10 07:31:46,24,add,pdp,461.0,
2024-01-10 07:31:53,24,view,cart,,
2024-01-10 07:32:20,24,purchase,cart,461.0,100034.0
2024-01-12 16:39:00,25,view,catalog,,
2024-01-12 16:39:06,25,click,pdp,73.0,
2024-01-08 07:49:00,25,click,pdp,251.0,
2024-01-22 02:40:00,26,view,catalog,,
2024-01-22 02:40:18,26,add,pdp,87.0,
2024-01-22 02:40:31,26,view,cart,,
2024-01-22 02:40:51,26,purchase,cart,87.0,100035.0
2024-01-13 07:28:00,26,view,recommendations,,
2024-01-13 07:28:51,26,add,search,454.0,
2024-01-09 02:27:00,26,view,main_page,,
2024-01-09 02:27:29,26,click,pdp,207.0,
2024-01-09 02:27:41,26,add,pdp,207.0,
2024-01-09 02:27:46,26,view,cart,,
2024-01-09 02:28:07,26,purchase,cart,207.0,100036.0
2024-01-17 18:31:00,26,view,main_page,,
2024-01-17 18:31:34,26,click,pdp,66.0,
2024-01-17 18:31:38,26,add,pdp,66.0,
2024-01-12 02:44:00,27,view,catalog,,
2024-01-12 02:44:33,27,click,pdp,8.0,
2024-01-14 13:01:00,27,view,search,,
2024-01-14 13:01:45,27,click,pdp,316.0,
2024-01-14 13:01:59,27,add,pdp,316.0,
2024-01-14 13:02:01,27,view,cart,,
2024-01-14 13:02:19,27,purchase,cart,316.0,100037.0
2024-01-05 04:00:00,28,view,recommendations,,
2024-01-05 04:00:45,28,click,pdp,287.0,
2024-01-05 04:00:48,28,add,pdp,287.0,
2024-01-05 04:01:04,28,view,cart,,
2024-01-05 04:01:15,28,purchase,cart,287.0,100038.0
2024-01-01 04:19:00,28,view,main_page,,
2024-01-01 04:19:57,28,click,pdp,468.0,
2024-01-28 14:14:00,28,view,main_page,,
2024-01-28 14:14:20,28,click,pdp,130.0,
2024-01-03 05:36:00,29,view,main_page,,
2024-01-03 05:36:49,29,click,pdp,12.0,
2024-01-03 05:37:10,29,add,pdp,12.0,
2024-01-03 05:37:21,29,view,cart,,
2024-01-03 05:37:47,29,purchase,cart,12.0,100039.0
2024-01-07 23:46:00,29,view,recommendations,,
2024-01-07 23:46:38,29,click,pdp,384.0,
2024-01-10 22:07:00,29,view,catalog,,
2024-01-10 22:07:08,29,add,search,358.0,
2024-01-10 22:07:23,29,view,cart,,
2024-01-10 22:07:50,29,purchase,cart,358.0,100040.0
2024-01-18 17:16:00,29,click,pdp,76.0,
2024-01-01 00:18:00,29,click,pdp,361.0,
2024-01-01 00:18:28,29,add,pdp,361.0,
2024-01-01 00:18:34,29,view,cart,,
2024-01-01 00:19:08,29,purchase,cart,361.0,100041.0
2024-01-13 08:10:00,30,view,search,,
2024-01-19 05:33:00,30,add,recommendations,365.0,
2024-01-19 05:33:07,30,view,cart,,
2024-01-19 05:33:23,30,purchase,cart,365.0,100042.0
2024-01-07 14:20:00,30,view,main_page,,
2024-01-07 14:20:33,30,click,pdp,497.0,
2024-01-07 14:20:39,30,add,pdp,497.0,
2024-01-07 14:20:42,30,view,cart,,
2024-01-07 14:20:57,30,purchase,cart,497.0,100043.0
2024-01-28 20:28:00,30,view,main_page,,
2024-01-28 20:28:34,30,click,pdp,463.0,
2024-01-28 20:28:49,30,add,pdp,463.0,
2024-01-13 20:22:00,31,view,catalog,,
2024-01-25 03:10:00,31,view,main_page,,
2024-01-25 03:10:13,31,click,pdp,290.0,
2024-01-25 03:10:17,31,add,pdp,290.0,
2024-01-25 03:10:31,31,view,cart,,
2024-01-25 03:11:00,31,purchase,cart,290.0,100044.0
2024-01-10 03:29:00,31,view,main_page,,
2024-01-30 10:06:00,31,view,main_page,,
2024-01-10 23:35:00,32,view,catalog,,
2024-01-10 23:35:54,32,click,pdp,376.0,
2024-01-09 08:14:00,33,view,main_page,,
2024-01-16 16:25:00,33,view,search,,
2024-01-28 06:09:00,33,view,recommendations,,
2024-01-28 06:09:10,33,click,pdp,242.0,
2024-01-02 00:54:00,33,view,recommendations,,
2024-01-02 00:54:37,33,click,pdp,476.0,
2024-01-02 00:54:48,33,add,pdp,476.0,
2024-01-02 00:55:02,33,view,cart,,
2024-01-02 00:55:28,33,purchase,cart,476.0,100045.0
2024-01-07 20:17:00,33,view,main_page,,
2024-01-28 13:18:00,34,view,search,,
2024-01-28 13:18:32,34,click,pdp,494.0,
2024-01-03 08:07:00,34,view,main_page,,
2024-01-03 08:07:39,34,add,recommendations,49.0,
2024-01-03 08:07:44,34,view,cart,,
2024-01-03 08:08:17,34,purchase,cart,49.0,100046.0
2024-01-08 17:02:00,34,view,search,,
2024-01-08 17:02:03,34,add,search,130.0,
2024-01-08 17:02:09,34,view,cart,,
2024-01-08 17:02:44,34,purchase,cart,130.0,100047.0
2024-01-05 12:28:00,35,view,recommendations,,
2024-01-05 12:28:42,35,add,recommendations,121.0,
2024-01-05 12:28:59,35,view,cart,,
2024-01-05 12:29:08,35,purchase,cart,121.0,100048.0
2024-01-30 12:22:00,35,add,recommendations,468.0,
2024-01-30 12:22:01,35,view,cart,,
2024-01-30 12:22:23,35,purchase,cart,468.0,100049.0
2024-01-18 07:38:00,35,view,recommendations,,
2024-01-18 07:38:38,35,click,pdp,142.0,
2024-01-18 07:39:01,35,add,pdp,142.0,
2024-01-18 07:39:03,35,view,cart,,
2024-01-18 07:39:06,35,purchase,cart,142.0,100050.0
2024-01-01 10:02:00,35,view,search,,
2024-01-15 21:36:00,36,view,catalog,,
2024-01-15 21:36:49,36,add,search,82.0,
2024-01-06 02:15:00,36,view,main_page,,
2024-01-06 02:15:15,36,click,pdp,66.0,
2024-01-06 02:15:18,36,add,pdp,66.0,
2024-01-06 02:15:36,36,view,cart,,
2024-01-06 02:16:02,36,purchase,cart,66.0,100051.0
2024-01-22 00:35:00,36,view,recommendations,,
2024-01-09 05:24:00,37,view,recommendations,,
2024-01-09 05:24:21,37,click,pdp,25.0,
2024-01-09 05:24:34,37,add,pdp,25.0,
2024-01-20 17:28:00,37,add,recommendations,43.0,
2024-01-20 17:28:19,37,view,cart,,
2024-01-20 17:28:25,37,purchase,cart,43.0,100052.0
2024-01-25 01:10:00,37,view,recommendations,,
2024-01-19 08:34:00,37,view,search,,
2024-01-19 08:34:46,37,add,pdp,80.0,
2024-01-19 08:34:50,37,view,cart,,
2024-01-19 08:35:08,37,purchase,cart,80.0,100053.0
2024-01-04 05:38:00,38,view,recommendations,,
2024-01-04 05:38:35,38,click,pdp,92.0,
2024-01-22 04:54:00,38,view,main_page,,
2024-01-21 09:22:00,38,view,main_page,,
2024-01-21 09:22:01,38,click,pdp,474.0,
2024-01-21 09:22:22,38,add,pdp,474.0,
2024-01-21 09:22:27,38,view,cart,,
2024-01-21 09:23:04,38,purchase,cart,474.0,100054.0
2024-01-28 10:20:00,38,view,main_page,,
2024-01-28 10:20:26,38,click,pdp,34.0,
2024-01-20 05:41:00,39,add,pdp,192.0,
2024-01-20 05:41:09,39,view,cart,,
2024-01-20 05:41:39,39,purchase,cart,192.0,100055.0
2024-01-26 07:20:00,39,view,search,,
2024-01-08 16:14:00,39,view,recommendations,,
2024-01-08 16:14:45,39,add,catalog,416.0,
2024-01-08 16:14:50,39,view,cart,,
2024-01-08 16:14:59,39,purchase,cart,416.0,100056.0
2024-01-19 10:57:00,41,view,search,,
2024-01-19 10:57:32,41,click,pdp,138.0,
2024-01-15 17:02:00,42,view,recommendations,,
2024-01-15 17:02:14,42,click,pdp,217.0,
2024-01-15 17:02:32,42,add,pdp,217.0,
2024-01-15 17:02:36,42,view,cart,,
2024-01-15 17:02:39,42,purchase,cart,217.0,100057.0
2024-01-10 14:16:00,43,view,main_page,,
2024-01-10 14:16:25,43,click,pdp,334.0,
2024-01-10 14:16:50,43,add,pdp,334.0,
2024-01-10 14:17:02,43,view,cart,,
2024-01-10 14:17:24,43,purchase,cart,334.0,100058.0
2024-01-30 22:38:00,43,view,catalog,,
2024-01-30 22:38:18,43,add,search,149.0,
2024-01-30 22:38:26,43,view,cart,,
2024-01-30 22:38:50,43,purchase,cart,149.0,100059.0
2024-01-22 21:42:00,43,click,pdp,466.0,
2024-01-27 17:30:00,43,view,recommendations,,
2024-01-01 23:02:00,44,view,main_page,,
2024-01-15 04:46:00,44,view,recommendations,,
2024-01-15 04:46:08,44,add,recommendations,261.0,
2024-01-15 04:46:16,44,view,cart,,
2024-01-15 04:46:51,44,purchase,cart,261.0,100060.0
2024-01-21 13:38:00,44,view,main_page,,
2024-01-10 21:11:00,45,view,main_page,,
2024-01-20 10:15:00,45,add,recommendations,211.0,
2024-01-20 10:15:15,45,view,cart,,
2024-01-20 10:15:36,45,purchase,cart,211.0,100061.0
2024-01-03 04:37:00,45,view,catalog,,
2024-01-03 04:37:21,45,click,pdp,430.0,
2024-01-03 04:37:46,45,add,pdp,430.0,
2024-01-03 04:38:03,45,view,cart,,
2024-01-03 04:38:08,45,purchase,cart,430.0,100062.0
2024-01-24 04:15:00,45,view,recommendations,,
2024-01-24 04:15:56,45,click,pdp,162.0,
2024-01-24 04:16:15,45,add,pdp,162.0,
2024-01-24 04:16:34,45,view,cart,,
2024-01-24 04:16:54,45,purchase,cart,162.0,100063.0
2024-01-06 20:30:00,46,view,recommendations,,
2024-01-06 20:30:45,46,add,pdp,183.0,
2024-01-06 20:31:03,46,view,cart,,
2024-01-06 20:31:32,46,purchase,cart,183.0,100064.0
2024-01-25 21:44:00,46,view,recommendations,,
2024-01-27 14:05:00,46,add,pdp,137.0,
2024-01-27 14:05:10,46,view,cart,,
2024-01-27 14:05:24,46,purchase,cart,137.0,100065.0
2024-01-30 21:44:00,46,view,main_page,,
2024-01-26 18:04:00,47,view,recommendations,,
2024-01-26 18:04:49,47,click,pdp,192.0,
2024-01-22 13:43:00,48,view,recommendations,,
2024-01-22 13:43:24,48,click,pdp,213.0,
2024-01-22 13:43:36,48,add,pdp,213.0,
2024-01-22 13:43:43,48,view,cart,,
2024-01-22 13:44:12,48,purchase,cart,213.0,100066.0
2024-01-16 15:53:00,48,click,pdp,329.0,
2024-01-16 15:53:24,48,add,pdp,329.0,
2024-01-25 20:03:00,48,view,catalog,,
2024-01-18 23:10:00,48,view,recommendations,,
2024-01-18 23:10:07,48,click,pdp,154.0,
2024-01-05 02:22:00,49,view,main_page,,
2024-01-05 02:22:19,49,add,pdp,341.0,
2024-01-05 02:22:28,49,view,cart,,
2024-01-05 02:22:33,49,purchase,cart,341.0,100067.0
2024-01-07 21:54:00,49,view,main_page,,
2024-01-07 21:54:34,49,click,pdp,43.0,
2024-01-07 21:54:56,49,add,pdp,43.0,
2024-01-07 21:54:58,49,view,cart,,
2024-01-07 21:55:05,49,purchase,cart,43.0,100068.0
2024-01-22 15:56:00,50,view,recommendations,,
2024-01-22 15:56:48,50,click,pdp,167.0,
2024-01-06 09:34:00,50,view,recommendations,,
2024-01-06 09:34:32,50,click,pdp,20.0,
2024-01-28 13:26:00,50,view,search,,
2024-01-02 23:02:00,50,view,search,,
2024-01-27 17:42:00,51,view,catalog,,
2024-01-27 17:42:56,51,click,pdp,8.0,
2024-01-05 20:07:00,51,view,catalog,,
2024-01-18 09:19:00,51,view,catalog,,
2024-01-03 17:42:00,51,view,recommendations,,
2024-01-03 17:42:01,51,add,recommendations,8.0,
2024-01-03 17:42:17,51,view,cart,,
2024-01-03 17:42:22,51,purchase,cart,8.0,100069.0
2024-01-12 10:45:00,52,click,pdp,375.0,
2024-01-12 10:45:13,52,add,pdp,375.0,
2024-01-27 22:26:00,52,view,main_page,,
2024-01-02 04:34:00,52,view,main_page,,
2024-01-25 10:01:00,53,view,main_page,,
2024-01-25 10:01:21,53,add,recommendations,470.0,
2024-01-24 00:20:00,53,view,main_page,,
2024-01-24 00:20:51,53,add,catalog,314.0,
2024-01-24 00:21:07,53,view,cart,,
2024-01-24 00:21:25,53,purchase,cart,314.0,100070.0
2024-01-30 14:26:00,53,view,main_page,,
2024-01-30 14:26:16,53,add,recommendations,483.0,
2024-01-30 14:26:31,53,view,cart,,
2024-01-30 14:26:41,53,purchase,cart,483.0,100071.0
2024-01-25 14:37:00,54,view,catalog,,
2024-01-25 14:37:57,54,add,recommendations,302.0,
2024-01-25 14:38:09,54,view,cart,,
2024-01-25 14:38:19,54,purchase,cart,302.0,100072.0
2024-01-15 17:50:00,54,click,pdp,443.0,
2024-01-15 17:50:24,54,add,pdp,443.0,
2024-01-08 02:18:00,54,view,main_page,,
2024-01-08 02:18:25,54,add,catalog,270.0,
2024-01-19 08:27:00,55,click,pdp,73.0,
2024-01-19 08:27:23,55,add,pdp,73.0,
2024-01-14 23:37:00,55,view,recommendations,,
2024-01-14 23:37:17,55,click,pdp,320.0,
2024-01-14 23:37:37,55,add,pdp,320.0,
2024-01-14 23:37:48,55,view,cart,,
2024-01-14 23:38:03,55,purchase,cart,320.0,100073.0
2024-01-27 03:27:00,55,add,catalog,86.0,
2024-01-27 03:27:16,55,view,cart,,
2024-01-27 03:27:47,55,purchase,cart,86.0,100074.0
2024-01-21 04:47:00,56,view,recommendations,,
2024-01-23 14:39:00,57,add,search,15.0,
2024-01-23 14:39:08,57,view,cart,,
2024-01-23 14:39:47,57,purchase,cart,15.0,100075.0
2024-01-07 03:21:00,58,view,search,,
2024-01-02 22:40:00,58,view,search,,
2024-01-18 16:11:00,58,view,recommendations,,
2024-01-18 16:11:19,58,click,pdp,449.0,
2024-01-18 16:11:32,58,add,pdp,449.0,
2024-01-18 16:11:40,58,view,cart,,
2024-01-18 16:12:01,58,purchase,cart,449.0,100076.0
2024-01-14 16:07:00,59,add,pdp,295.0,
2024-01-14 16:07:10,59,view,cart,,
2024-01-14 16:07:20,59,purchase,cart,295.0,100077.0
2024-01-09 16:23:00,59,view,catalog,,
2024-01-13 10:45:00,59,view,catalog,,
2024-01-13 10:45:46,59,click,pdp,168.0,
2024-01-29 20:44:00,59,view,main_page,,
2024-01-28 04:07:00,59,view,catalog,,
2024-01-28 04:07:30,59,click,pdp,215.0,
2024-01-01 03:17:00,60,view,recommendations,,
2024-01-01 11:57:00,60,view,catalog,,
2024-01-01 11:57:02,60,add,catalog,105.0,
2024-01-01 11:57:13,60,view,cart,,
2024-01-01 11:57:28,60,purchase,cart,105.0,100078.0
2024-01-28 02:19:00,61,view,search,,
2024-01-28 02:19:29,61,add,search,400.0,
2024-01-28 02:19:46,61,view,cart,,
2024-01-28 02:19:59,61,purchase,cart,400.0,100079.0
2024-01-05 20:48:00,62,view,main_page,,
2024-01-22 10:17:00,62,view,catalog,,
2024-01-22 10:17:09,62,click,pdp,122.0,
2024-01-03 02:27:00,62,add,recommendations,360.0,
2024-01-03 02:27:04,62,view,cart,,
2024-01-03 02:27:29,62,purchase,cart,360.0,100080.0
2024-01-28 04:06:00,62,view,main_page,,
2024-01-19 09:17:00,62,view,catalog,,
2024-01-06 04:07:00,63,click,pdp,486.0,
2024-01-06 04:07:04,63,add,pdp,486.0,
2024-01-06 04:07:22,63,view,cart,,
2024-01-06 04:07:47,63,purchase,cart,486.0,100081.0
2024-01-13 03:25:00,63,view,catalog,,
2024-01-13 03:25:27,63,click,pdp,306.0,
2024-01-13 03:25:56,63,add,pdp,306.0,
2024-01-29 04:41:00,63,view,catalog,,
2024-01-29 04:41:06,63,add,pdp,201.0,
2024-01-29 04:41:21,63,view,cart,,
2024-01-29 04:41:39,63,purchase,cart,201.0,100082.0
2024-01-09 16:12:00,64,view,main_page,,
2024-01-03 09:33:00,64,view,main_page,,
2024-01-03 09:33:21,64,click,pdp,492.0,
2024-01-03 09:33:32,64,add,pdp,492.0,
2024-01-03 09:33:51,64,view,cart,,
2024-01-03 09:34:16,64,purchase,cart,492.0,100083.0
2024-01-15 01:10:00,64,view,main_page,,
2024-01-08 21:56:00,64,view,main_page,,
2024-01-08 21:56:39,64,add,pdp,284.0,
2024-01-11 21:44:00,65,click,pdp,395.0,
2024-01-20 08:45:00,65,click,pdp,147.0,
2024-01-20 08:45:12,65,add,pdp,147.0,
2024-01-20 08:45:18,65,view,cart,,
2024-01-20 08:45:55,65,purchase,cart,147.0,100084.0
2024-01-30 23:22:00,65,view,recommendations,,
2024-01-30 23:22:57,65,add,search,465.0,
2024-01-30 23:23:15,65,view,cart,,
2024-01-30 23:23:20,65,purchase,cart,465.0,100085.0
2024-01-13 16:16:00,66,view,recommendations,,
2024-01-13 16:16:19,66,click,pdp,323.0,
2024-01-16 17:31:00,67,view,catalog,,
2024-01-16 17:31:03,67,add,pdp,298.0,
2024-01-09 23:34:00,67,view,search,,
2024-01-18 07:25:00,67,view,search,,
2024-01-18 07:25:07,67,add,pdp,292.0,
2024-01-18 07:25:22,67,view,cart,,
2024-01-18 07:25:31,67,purchase,cart,292.0,100086.0
2024-01-09 00:35:00,67,view,recommendations,,
2024-01-09 00:35:23,67,click,pdp,430.0,
2024-01-09 00:35:27,67,add,pdp,430.0,
2024-01-09 00:35:33,67,view,cart,,
2024-01-09 00:35:42,67,purchase,cart,430.0,100087.0
2024-01-13 12:31:00,67,view,catalog,,
